SMILES,ODOR
CC(C)[C@H]1CC[C@@H](C)CC1=O,mint
C\C(=C\c1ccccc1)C#N,spice
CC1CCC2OC2(C)CCC3C1CC3(C)C,wood
CC1COCc2cc3c(cc12)C(C)(C)C(C)C3(C)C,"diffusive,floral,musk,sweet"
O=[Zn],odorless
O=[Cu],odorless
OCC(O)C(/O)=C/c1ccccc1,fruit
CCC(O)OC,odorless
CCOC(=O)C\C(=C\C([O-])=O)C([O-])=O,"fruit,sweet,wine"
CC(C)CCCCCCC=O,"aldehydic,citrus,floral,lemon,rose,sweet"
CC(CCCC(C)=O)CCC=C(C)C,"balsam,dry,floral,rose,sweet,wood"
Cc1cccc(C)c1,sweet
CCCCC\C(C=O)=C/c1ccccc1,floral
CC(C)c1ccnc2ccccc12,"earth,green,leaf,metallic"
CC(C)Cc1ccnc2ccccc12,animal
CC(C)c1cccc(CC=O)c1,green
CCC(=O)/C=C/C1C(=CCCC1(C)C)C,floral
CC1=CCCCC1,citrus
CCCCCCCC\C=C\C=O,"aldehydic,clean,green,rose"
CCCCCCCCCCCCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O,bland
CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O,"fat,oil,wax"
CC(C=O)c1ccccc1,floral
CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(O)=O)O[C@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7O)C(O)=O)C(O)=O,spice
C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC=C3COC(C)=O,wood
Cc1ccc(O)c(c1)C(C)=O,"floral,heavy,herb,sweet"
S=C1NC=CC=N1,"green,onion,penetrating,sharp"
CCCCc1sccc1,"floral,fruit,milk"
COC(=O)CC(C)O,apple
CC1=CC=CCC1,fruit
CC(C)C1CCC(C)CC1O,mint
CC(O)/C=C/c1ccccc1,"balsam,floral,oriental,styrax,sweet"
Cc1ccc(\C=C\C=O)cc1,"cinnamic,spice"
CC1CC(C)(C)c2cc(C(C)=O)c(C)cc2C1(C)C,musk
CCc1ccc(OC)cc1,anise
C/C=C/C=C/COC(C)=O,green
CSC(C)=O,"cabbage,cheese,dairy,egg,sulfur,vegetable"
CCCCC(C(C)=O)C(=O)OCC,"fruit,wine"
CCCCC(=O)OC1CCCCC1,"fruit,herb"
CCC/C=C/C(=O)OCC,"fruit,green,juice,rum,sweet"
COC1CC(C)CCC1C(C)C,mint
CCCCCCCC(O)CC,"fat,floral,mushroom,must,orange"
CC(O)CCC=C(C)C,"coriander,green,oil,sweet"
SC1CCCCC1,sulfur
CCC/C=C/CCOC(C)=O,green
CC(=O)OCCCC=C,green
CCCC/C=C/CC(O)=O,"fat,oil"
COC(=O)CC(O)(CC(=O)OC)C(=O)OC,"ethereal,fruit"
CCCCCC(OC)OC,"dry,green,must,sweet"
CCCCCC1OCC(C)O1,fruit
CC(C)=C/C=C/C(C)=O,spice
CC(C)CCCC(C)CCCC(C)=O,"dry,must"
CCOC(C)OC(C)=O,"fresh,fruit"
CCOC(=O)C(C)\C=C\C,"cherry,fruit,green,pineapple"
CCOC(=O)C(/C)=C/CC,fruit
COC(C)(C)C,mint
CCCCCCCS,"onion,sulfur"
CC(=O)c1oc2ccccc2c1,"coumarin,floral,lactone,orange,sweet,tonka"
CCCCCCCCCC(C)O,fruit
CCOC1(CCCCC1)OCC,"fruit,liquor,rum,tobacco,wood"
CC1(C)C2CC(O)C(=C)C1C2,herb
CC1(C)C2CC3OC3(C)C1C2,green
Cc1ccc(Oc2ccccc2)cc1,"floral,narcissus,rose"
CCCCCCC1OCCO1,fruit
CCCCCCC1OCC(CO)O1,"earth,fungal,sweet"
CCC\C=C/CCO,green
CC/C=C/CCOC(C)=O,"apple,banana,fruit,green"
O=C1CCCCCCCCOCCCCCCO1,musk
CC(=O)OCCC1CC=C(C)C1(C)C,"ionone,sweet,wood"
CC(C)(C)C1CCCCC1=O,"camphor,powerful,wood"
CCCCCCCCCCCOC(C)=O,"clean,oil,wax"
CCCCCCCCCCC(=O)OC,"fat,fruit,wax"
CC\C=C/CC(O)=O,"acid,cheese,fruit,grass,green,sweat"
C=CCOC=O,"ethereal,fruit"
CCCCC/C=C/C([O-])=O,acid
Cc1cccc(CCO)c1,"floral,jasmine,lilac,muguet,rose,wood"
CCC(C)CS,"bloody,meat,sulfur"
N#C/C=C/c1ccccc1,spice
CC(=O)OC1CCC(CC1)C(C)(C)C,wood
CC(=O)C(\C)=C/c1ccccc1,"berry,camphor,fruit"
CC1=CCC(CCO)C1(C)C,"berry,camphor,sweet"
CC1COCc2cc3c(cc12)C(C)(C)CCC3(C)C,musk
CC(=C)C1CCC(C)(O)C(O)C1,"cool,mint"
COc1ccc(\C=C\C=O)cc1,"cherry,cinnamic,floral,spice,sweet,vanilla"
CCCCCCCCCC#N,fat
CC(C)C/C=C/C(C)=O,"green,herb,oil"
CC(=O)c1c(C)cc(cc1C)C(C)(C)C,"dry,labdanum,musk,orangeflower,rose,wood"
SCc1ccccn1,"beef,meat,roasted,sulfur"
COC(=O)CCCc1ccccc1,"floral,fruit,sweet"
CCCCCOC(=O)c1ccccc1,"amber,balsam,floral,green,musk"
CCCCCOC(=O)c1ccccc1O,floral
CCCCC(=O)OCCC(C)C,"apple,fruit,ripe"
C=CCSSSCC=C,"garlic,green,metallic,onion,sulfur"
CC(C)CCSSCCC(C)C,"onion,sweet"
CC(O)C(=O)OCc1ccccc1,"butter,fat,floral,fruit"
CCCCOC(=O)c1ccccc1O,"clover,ethyl benzoate,floral,harsh"
CC(C)c1cccc(C(C)C)c1O,phenol
CC(C)C(C)S,"beef,meat,repulsive,sulfur"
CCCC(C)S,"gas,sulfur"
COc1cc(C=O)cc(c1O)c2cc(C=O)cc(OC)c2O,"fruit,vanilla"
C=CCCC=O,roasted
CC(=C)C1CC=C(C)C(O)C1,spearmint
CC(C=O)C1CCCCC1,"fresh,green,natural,pollen"
C(Cc1ccccc1)Cc2ccccn2,green
O=CCOc1ccccc1,green
CC(C)=CCC\C(C)=C\C(O)C=O,floral
CCCCCOC(=O)CCCC,"apple,fruit,ripe"
CC(C)COc1ccc2ccccc2c1,floral
CSSCC=C,"alliaceous,garlic,green,onion,sulfur"
CCCSSCC=C,"alliaceous,garlic,green,onion,sulfur"
COC(OC)c1ccc(OC)cc1,floral
CCCCCC(=O)OCCC(C)C,fruit
CC(=O)OCc1ccc(C)cc1,"floral,fruit,green,herb,sweet"
CCCCCCCOC(=O)CC,"apricot,floral,rose"
CC(C)c1cc(O)c(C)cc1O,fennel
Cc1cccc(c1O)C(C)(C)C,leather
,
CC(=O)CCCc1ccccc1,"floral,pea,sweet"
CC(C)N=C=S,"mustard,pungent"
,
COC(=O)CC(C)CCC=C(C)C,"apple,brandy,floral,fruit,geranium,sweet,wax"
CCCC/C=C/CCC=O,fruit
CCC/C=C/CO,"fruit,green,leaf"
CC(C)=CCC\C(C)=C/CCC(C)(OC(C)=O)C=C,floral
CCCCCCCCCC(=O)OCCC(C)C,fruit
CCCCCCCCCC(=O)OCCCCCCCC,"fat,wax"
CCCSC(C)=O,"garlic,green,onion,sulfur"
CC(C)CCOC(=O)CC(C)=O,"ethereal,fermented,green,sweet,wine"
CCCCCCCCCC(=O)OC(C)C,"fruit,green,oil,vegetable,wood"
CCCOC(=O)c1ccccc1,"balsam,nut"
CC(O)CCc1ccccc1,floral
CC(C)C(=O)OC\C=C(C)\CCC=C(C)C,floral
CCCCCCCCCCCCCC(C)=O,"celery,floral,fresh,jasmine"
CCCCC/C=C/C=C/C=O,"citrus,fat,fresh,green,orange,sweet"
CCCCC(C)(C)CO,"herb,pungent"
Cc1nc2ccccc2nc1C,"earth,fat"
C[C@H](CCC=C(C)C)CC=O,"citrus,fresh,herb"
CCC/C=C/C(=O)OC,"earth,fat,fruit,green,pineapple"
CCCCC/C=C/C(=O)OC,"fruit,pear,skin"
CC1CCCC(C)(C)C1=O,"cistus,honey,labdanum,pungent,thujone"
Cc1ccc(O)c(c1)C(C)(C)C,"cresol,leather,medicine"
O=C(OC1CCCCC1)c2ccccc2,"balsam,floral,herb"
CCCCCC(=O)SC,"ethereal,fruit,green,tropical"
CCC(C)SC(=O)CC(C)C,"galbanum,green,spice"
CCCCCCCC1CCCO1,"floral,green,natural,pea,rose,wax"
CC(CCC=C(C)C)C=C,floral
CCCCCCCCCCCC#N,citrus
CCC(C)COC(=O)CC,"ethereal,fruit,rum,sweet"
CC(C)C(C=O)c1ccccc1,"fruit,green"
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,"bland,odorless"
C=CCSSSSCC=C,"garlic,onion,sulfur"
CCC(C)C(=O)OCC(C)C,"fruit,sweet"
CCC(C)COC(=O)C(C)C,"ethereal,fruit"
CCCCCOC(=O)C(C)C,"apple,apricot,banana,fruit"
Cc1ccc2C=CC(=O)Oc2c1,tonka
COc1cc(cc(OC)c1O)C(C)=O,odorless
CCOC(=O)C(C)C1CCCCC1,"fruit,green,pear"
CC(C)=CCC1CCCC1=O,"floral,jasmine,light,powerful"
CC(=O)CCc1ccccc1,"balsam,floral"
O=C1CCCCCCCC\C=C/CCCCC1,musk
CCOC(=O)COc1ccccc1,"floral,green"
CCOC(C)OCCC1=CC=CC=C1,green
CCOC1=C(C=CC(=C1)C)O,vanilla
COC/C=C(C)/CCC=C(C)C,"floral,rose,sweet"
CC1COC(O1)c2ccccc2,floral
CCCCCC(=O)OCC(C)CC,ethereal
CC(C)C(=O)OC(C)(CC\C=C(C)/CCC=C(C)C)C=C,"bergamot,fruit,green,oil,pear"
CCOC(C)CC,"berry,floral,wood"
CC(=O)NC1=CC=CC=C1C(=O)OC,fruit
CCCCCCCCCCC1CCC(=O)O1,floral
CC1=CC(=O)CC1,"fat,fruit,sweet"
CSc1nccnc1C,"almond,meat,nut,roasted,vegetable"
COc1nccnc1C,"almond,hazelnut,peanut,roasted"
CS[S](C)(=O)=O,"pungent,roasted,sulfur"
CCOC(=O)C(CC)Cc1ccccc1,"floral,green"
CCCCC(CC)C(=O)OCC,orris
COC1CCCCCCCCCCC1,wood
CC1CCCC(=O)C1=O,"burnt,caramel,coffee,sugar"
C/C=C(C)/C=C/C=C(C)C,terpene
CC(C)C(C)C(C)(C)O,fruit
O=C1CCCCCCC/C=C/CCCCCC1,"floral,musk"
CC\C=C(/C)C([O-])=O,acid
C\C(C=O)=C/CC1=C(C)CCCC1(C)C,floral
CCCCC(=O)c1occc1,"caramel,sweet"
C1COC(C1)CCCc2ccccc2,"fruit,green,sweet"
COc1cc(C)cc(O)c1,moss
CC(=C)CCC(=O)C,fat
C=CCCC(=O)c1ccccc1,"balsam,herb,labdanum,lavandin,myrrh,opoponax"
CC(O)CCC1=C(C)CCCC1(C)C,"amber,floral,wood"
CCC1CCCC(=O)O1,coconut
OCCCCc1ccccc1,"floral,rose"
C=CCCN=C=S,"aromatic,pungent"
CC1COC(O1)C,"fruit,grass,green"
O=C1CCCCCCCCCOCCCCCO1,musk
CC(C)[C@H]1CC[C@H](C)CC1=O,mint
CC1C2CC(CC2C3CCCC(O)C3)C1(C)C,wood
CCCCCOC(=O)\C=C\c1ccccc1,balsam
CCCCCCOC(=O)\C=C\c1ccccc1,balsam
CC\C=C(C=O)/c1ccccc1,floral
CC(C)C1OCC(C)(C)C(O1)C(C)C,"fruit,spice,wood"
CCCCC(C#N)c1ccccc1,balsam
COCCc1ccccc1,green
C[C@@H]1CC[C@H]([C@H](O)C1)C(C)(C)O,"eucalyptus,herb,mint"
CC(=O)CCC1=CC=C(C=C1)OC(=O)C,fruit
Cc1sccn1,"green,vegetable"
CC(C)C1OCOCC1(C)C,herb
Cc1cccc(Oc2ccccc2)c1,"fruit,geranium,rose"
CCSSSCC,"garlic,onion,sulfur"
COC(C)(C)CCCC(C)CC=O,herb
COC(C)(C)CCCC(C)CC=O,floral
CC(O)C(O)C(O)C(O)C=O,odorless
CCCC(=O)CCCC(O)=O,"fruit,musk"
CCCCCC(OCC)OCC,"apple,cognac,fermented,floral,fruit,hyacinth,pear"
O=C1CCCCCCCCCCCCCCCC1,musk
CC/C=C/CCOC(C)=O,"banana,fruit,green,pear,sharp"
CCCC1CC(=CC(=O)C1)C,herb
CCCCCCCCCCCCOC(=O)CCC,"fat,fruit,rancid"
C/C=C/C(O)=O,"burnt,roasted"
CC1(C)CCCC2(C)C1CCC3(C)OCCC23,amber
CC(=C)CC(=O)C,"acrylic,pungent,vegetable"
CCCCCC\C=C/C(O)=O,"fat,oil"
CCCCCCCc1occc1,"fat,green,lactone,nut,oil,roasted"
Cc1oc2ccccc2c1C,"chemical,fennel,herb,phenol,smoke,tobacco"
CCOC(CC(C)C)OCC,"fat,fruit"
CCCSC,"alliaceous,cream,green,leek"
CCCCC/C=C/COC(C)=O,"aldehydic,earth,green,melon,pear,tropical"
CCCCCCC\C=C/C(O)=O,fat
CCOC(=O)C(C)(C)C,fruit
CCOC(=O)c1ccc(O)c(O)c1,phenol
COC(=O)CC(C)O,fruit
CCCC(=O)Oc1ccccc1OC,"fruit,nut"
C\C=C/C=O,floral
Cc1sc(C)nc1,"nut,roasted"
C=Cc1cnccn1,nut
CCCC(=O)c1occc1,balsam
CC(C)[C@H]1CC=C(C)C=C1,"medicine,terpene"
CCC(C)O,"oil,wine"
O=Cc1oc2ccccc2c1,"almond,bitter,fruit"
CCCCCCCOC(=O)CCCCCCC,"fresh,green,oil,tropical,wax"
CCCC(=O)Oc1ccccc1,"floral,sweet"
CCCCCCC1OCC(O1)C,"fat,green"
O=COC1CCCCC1,"banana,cherry,cool,ethereal,fruit,jam,sweet"
CC1COC(O1)C=CC2=CC=CC=C2,"cinnamic,spice"
CCCCC(CC)C1OCCO1,green
CCCCCCCC1OCCO1,citrus
N#C/C=C/c1ccccc1,"cinnamic,nitrile,spice"
CC(O)CCC1C(C)CCCC1(C)C,"floral,violet"
CC(C1OCCO1)c2ccccc2,"earth,floral,green,mushroom"
COC(/C=C/C1=CC=CC=C1)OC,spice
CC(C)c1ccc(CC=O)cc1,green
CCCCCCN=C=S,"green,sharp"
OC/C=C/c1ccccc1,"balsam,cinnamic,green,hyacinth,powdery,spice,sweet"
CCC(C)N=C=S,green
O=C1CCC2CCCCC2O1,tonka
CSCCCCCCN=C=S,radish
CC(CCCC(C)=O)CCC=C(C)C,"balsam,floral,rose,sweet,wood"
C(OCc1occc1)c2occc2,"coffee,nut"
CC/C=C/CC=O,"apple,green,leaf,melon,stem,tomato"
OCCC1CCCCC1,floral
CCCCc1occc1,"fruit,spice,sweet,wine"
CCCCC\C=C/C=C/C(=O)OC,"fruit,pear,wax"
CCc1ccccc1[S-],"meat,roasted,smoke,sulfur"
CC(=O)C1CC=C(C)C1(C)C,herb
OC/C=C/c1ccccc1,spice
CC(S)C(C)S,"beef,meat,sulfur"
CCCC[C@@H](C)C([O-])=O,"cheese,fat,fruit,lard,oil"
CCCOC(=O)Cc1ccccc1,"apricot,floral,honey,rose,sweet"
C[C@H]1CCO[C@H](C1)C=C(C)C,rose
CC(C)C1CCC(CC1)O  ,leather
CCCC(=O)\C=C\C,ethereal
CCCCC(=O)/C=C/C,"fruit,jam,metallic,mushroom,tropical,yeast"
CCCc1cccnc1,"bean,earth,must,sweet,wood"
C/C=C(C)/CO,"green,oil"
CC1(C)[C@@H]2CC[C@@](C)(C2)C1=O,balsam
COC(=O)c1c(C)cc(O)c(C)c1O,moss
CCCCCCOC  ,herb
CC1C(C)(C)c2ccc(cc2C1(C)C)C(C)=O,musk
CCCCCC1CCCC1=O,floral
CCCCCCCCC\C=C/C=O,"citrus,fruit,green,herb,mandarin,orange"
C1CSCS1,sulfur
C[C@@H]1CC(C)(C)CC(=O)C1=O,wood
O=C1CCCC1C2CCCC2,"fruit,green,mint"
Cc1ccc(cc1)[S](=O)(=O)/C(=C/N2CC(=O)NC2=S)C#N,"absolute,pepper,rose,spice,wood"
CC(=O)CC(C)(C)C1CCCCC1,floral
CCCCC(O)C=C,"earth,fruit,green,mushroom"
O=C1CCCCCCCCCC/C=C/CCO1,musk
CCC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,"floral,herb,peony,rose,sweet"
CCCCCOC(=O)c1occc1,"caramel,wine"
CCCCc1ccccn1,green
CCC(=O)CO,"butterscotch,coffee,grain,malt,must,sweet"
CCCCCCCC\C=C\CCCCCCCC=O,fat
CCCCCCCCOC(=O)CCCCCC,"fat,fruit"
CCCCCOC(=O)Cc1ccccc1,"animal,balsam,chocolate,tobacco"
CC(C)=CCC\C(C)=C\C#N,citrus
CC(C)\C=C\C(C)=O,"berry,cheese,fruit,sweet"
C[C@H]1CCC[C@@]2(C)CCCC[C@@]12O,"dirt,earth,must"
CC1CC(C)(OC(C)O1)c2ccccc2,floral
CC(=C)CCOC(C)=O,fruit
CC(C)=CCOC(=O)c1ccccc1,"balsam,cananga,chocolate,fruit,tea"
CC(=O)OC1(CCCCC1)C#C,herb
CSCCO,"meat,sulfur"
O=C(OC/C=C/c1ccccc1)c2ccccc2,"balsam,butter,fruit,spice"
N[S](O)(=O)=O,"bland,fat"
CCCCOCCc1ccccc1,floral
CCCC(=O)c1sccc1,"beef,grilled,roast"
CC1CSSC1,sulfur
CC(C)\C=C/C=O,"aldehydic,apple,cognac,green,wood"
CC(=O)CC(=O)OCc1ccccc1,"acetate,benzyl,floral,fruit,propionate,sweet"
CCCCCCOC(C)OCCCCCC,fruit
Cc1ccc(CCC=O)cc1,"floral,heliotrope,lilac,lily"
CC1(C)COC(C)(OC1)c2ccccc2,wood
CCOC(=O)CCC1(C)OCC(C)O1,"caramel,oil"
CC(=O)OC1CC2CC1C3CC=CC23,floral
CSC(SC)SC,"earth,mushroom,must,truffle"
CC1CCOC(O1)\C=C\c2ccccc2,"candy,cinnamic,hots,red,spice,sweet,warm"
O=C(Cc1ccccc1)OCC2CCCO2,"chocolate,floral,honey"
CCCCCCCCCC1OCC(C)O1,"floral,green"
CCCCCCOC(=O)Cc1ccccc1,"foliage,fruit,green,rose,sweet,wax,wine"
CC(C)COC(=O)CCCCCCCCC=C,"fat,fruit"
CC(O)C(=O)NCCO,"cooked,roasted"
CCOC(C)Oc1ccccc1,green
CCCCCCOC(=O)C(C)(C)C,fat
COC(CC(C)=O)OC,"alcohol,bitter,ethereal,must,nut"
CC(CO)C1CCCCC1,floral
CCCCC(CC)COC(=O)c1ccccc1,ethereal
CCCCCCCCCCOC=O,"blossom,floral,honeysuckle,orange"
CCCCCCCOC(=O)CCCC,fruit
CCCCC(=O)OCCCc1ccccc1,"floral,fruit,strawberry"
CCCCCCCCCOC(=O)c1ccccc1,"balsam,mint,myrrh,orange,sweet,wintergreen"
,
CCCCCCC(=O)OCc1ccccc1,"apricot,fruit,sage"
CCCCCCC(=O)OC1CCCCC1,fruit
CCCCCCCC(=O)OC(C)C,"banana,carao,coconut,fruit"
CCCCCCCC(=O)OCC(C)C,"fruit,wax"
,
,
,
,
C[C@@H]1CC[C@H](CC1=O)C(C)=C,"herb,mint"
CC(C)=CCC\C(C)=C\C#N,"citrus,lemon,metallic,sharp"
CCOc1cc(COC)ccc1O,"carnation,spice,sweet,vanilla"
C1COC(O1)/C=C/c2ccccc2,"allspice,cinnamic,soft,spice,warm"
COc1cc(CC=O)ccc1O,"floral,vanilla"
COc1ccc(CC=O)cc1,"floral,hawthorn,powerful"
C1CC=NC1,"ammonia,shrimp"
COC(=O)CCCCCCC\C=C\C,earth
CCOC(=O)CC(O)c1ccccc1,fruit
CC1(C)C2CCC(C2)C1=C,"fir,fresh,terpene,wood"
CC/C=C/CC\C=C\CO,green
CC1=C(C(NC(=S)N1)c2ccc(Br)cc2)C(=O)Nc3cccc(Cl)c3,"melon,tropical"
CCOC(=O)CC(C)CC,"fruit,pineapple"
CCc1ccc(OC)c(OC)c1,"earth,must"
CCCSS\C=C\C,"cooked,onion,sulfur"
CC/C=C/C=C/C=O,"fruit,green,pungent,spice"
COc1cc(\C=C/C)ccc1O,"clove,spice"
CCCCCC(C)OC(C)=O,"fenugreek,fruit"
CSC(=O)c1ccccc1,"cabbage,garlic,potato,sulfur,vegetable"
O=C(CSCc1[nH]c2ccccc2n1)Nc3ccc4ccccc4c3,"alliaceous,dairy,milk,sulfur"
CCCCCCCCCC(=O)OCCCCC,"cognac,fruit"
CC(C)[C@@H]1CC[C@](C)(O)[C@@H]2CCC(=C[C@@H]12)C,"balsam,earth"
CC[C@H](C)SS[C@H](C)CC,sulfur
CC1(C)C2CC(O)C(=C)C1C2,"balsam,camphor,herb,pine,wood"
C[C@@H](CCC=C(C)C)CC=O,"citrus,clean,herb"
COC(=O)C(/C)=C\C,"ethereal,pungent"
CCCCCC[C@@H](C)O,"cream,cucumber,fat,sour"
C\C(C=C)=C/CCC(C)(C)O,"citrus,cologne,fresh,lemon,lime,mace,sweet"
C[C@H]1CCC2(O)C(C)(C)C3CC[C@@]2(C)C1C3,"camphor,earth,patchouli,powdery,wood"
CC(C)CCCC(C)CC=O,"aldehydic,citrus,green,lemon"
CCOC(=O)C1=CN=C2N(NC(=C2C)c3ccccc3)C1=O,odorless
CC1SCCCS1,sulfur
CCCSSSCCC,"garlic,green,onion,sulfur,tropical"
CCCCCC(C)O,"blue,cheese,fat,mold,mushroom,oil"
CCCCCC(C)O,"fat,fruit,oil,sweet"
CCCCC1OC(=O)c2ccccc12,"celery,herb"
CC(C)[C@@H]1CCC(=CC1=O)C,"menthol,mint,peppermint"
C/C=C/CCCO,"green,pungent,vegetable"
CCCCCCC(C)O,"cream,fat,grape,mushroom,oil"
CC\C=C/CCCO,green
CC(=O)OC1CCCCCCCCCCC1,"green,metallic,smoke,undecylenic"
CCCCCCCCCCCCOC(=O)CC,"ambrette,fruit,wine"
CCCCCC(=O)OC1CCCCC1,"fruit,pineapple"
CCCCCCOC(=O)c1ccccc1O,herb
CC(S)c1ccccc1,"floral,meat,sulfur,tropical"
CC(=O)OCC(OC(C)=O)c1ccccc1,"balsam,floral,gardenia,honey,hyacinth,muguet,vetiver"
CC(C)C(=O)OCc1occc1,fruit
CCOCc1occc1,"spice,sweet"
CCCCCC(=O)OCCCc1ccccc1,"fruit,green,sweet"
CCCCCCCCCCCCOC(=O)C(C)O,"butter,fat"
CCOC(=O)CC1(C)OCC(C)O1,fruit
CCCCC(CC)COC(=O)CC,"grape,pear,wine"
CCCCOC(=O)C(C)CCC,"aromatic,chamomile,floral,fruit,herb,rose"
CC(C)Cc1ccccn1,aromatic
CCOC(Cc1ccccc1)OCC,"almond,bluebell,fresh,green,limeblossom,sweet"
CCC(CC)C(=O)OCCc1ccccc1,floral
CCCCC(=O)OCC=C,"fruit,pineapple"
COc1cc(ccc1C)C(C)C,"herb,leaf,spice"
COc1ccc(C=C)cc1OC,floral
COc1ccc(CC=C)cc1OC,"clove,spice"
CCCCCOC(=O)C(C)O,"brandy,cognac,fruit"
CCOC(=O)CC1(C)OCCO1,fruit
CC1CCOC2(CCCCC2)O1,"eucalyptus,herb,wood"
Cc1ccccc1C(=O)NC(=S)Nc2cc(ccc2Cl)c3sc4ccccc4n3,herb
CCCCCCC1OC(C)C(C)O1,"dairy,fruit"
CCCCCCCCC(=O)OCc1ccccc1,"elemi,floral,sweet"
COC(=O)C1(C)CCC=CC1,herb
CCCCCCCCC(=O)OCCC,"fermented,melon,yeast"
CCCCCCCCC(=O)OCCCCCC,"brandy,floral,fruit,green,vegetable"
COC(=O)C(/C)=C\C,"ethereal,rum"
CCCCCCCCCCCCOC(=O)C(C)C,"fat,fruit,oil"
CSCCSC,"dairy,sulfur"
COc1cc(\C=C\C)cc(OC)c1O,"spice,sweet"
COc1cc(C)cc(OC)c1O,"caramel,eugenol,medicine,phenol,root,smoke,spice,wood"
CC(C)Cc1ccc(CC(C)C=O)cc1,"floral,muguet"
O=C1CCCCCCCCCCOCCCCO1,musk
SCS,pungent
COc1ccc(C)cc1C,"herb,spice"
CC(C)(O)CC1CCC2(C)CCCC(=C)C2C1,"ginger,oil,root"
CCCc1cc(OC)c(O)c(OC)c1,phenol
CC(CC=O)C1CCC(=CC1)C,"citrus,sandal,sweet"
C[C@H](CCO)CCCC(C)=C,"floral,rose"
CC(=O)/C=C/C1C(=CCCC1(C)C)C,floral
OC(CC(O)=O)C(O)=O,odorless
CCCC[C@H](O)CO,bland
CC1(C)C2CCC3(CO3)C1C2,herb
CC(C)OC(=O)CCCCC(=O)OC(C)C,"ester,fat,sour"
CC(=O)CCC(=O)OCc1ccccc1,fruit
CCCC(=O)OCc1ccc(OC)cc1,floral
CC(=O)Cc1occc1,"herb,radish,spice"
CCCCCCCOC(=O)CCCCC,"bruised,damp,dock,fresh,green,leaf,mallow,sappy"
CCCCCC(=O)OC\C=C\c1ccccc1,"fruit,green,spice"
CCCCCCC1(C)CCC(=O)O1,floral
CC(=C)[C@@H]1CC=C(C)[C@H](C1)OC(C)=O,mint
CCCCCCCCCC\C=C\C=O,"citrus,peel,tangerine,wax"
CC1(C)[C@H]2CC[C@]1(C)[C@H](C2)OCCO,wood
CC(C)=CCCC(C)(OC(=O)Cc1ccccc1)C=C,floral
CCOC(OCC)/C=C/c1ccccc1,"cinnamic,spice"
CC(C)=CCCC(C)(OC(=O)c1ccccc1N)C=C,floral
CCCC(=O)OCC(C)=C,"ether,fruit,powerful"
CCC(=O)OC(C)(CC\C=C(C)/CCC=C(C)C)C=C,floral
CCCCCCCOC(=O)c1ccccc1,"bruised,damp,fresh,green,leaf,metallic,sage"
COc1ccccc1S,meat
CCCCCCCCCCOC,fresh
CC(=O)OCCC(=C)c1ccccc1,floral
CCOC(=O)c1ccccc1OC,"cananga,floral,fruit,raspberry,tuberose"
CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC,bland
CCCCCCC/C=C/C(=O)OC,"fresh,green,soap"
CCCCCC(O)CC(=O)OCC,"floral,fruit,wine"
CCCCCCCCCCCC1CCCC(=O)O1,"dairy,fat,wax"
CCCCCCCCC1CCCC(=O)O1,"butter,cream,dairy,milk,oil"
CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC,"fat,fruit"
CC(=O)CC(C)(C)c1ccccc1,"floral,gardenia,green,honey,sweet"
CCCCC(CC)COC(=O)C(CC)CCCC,fruit
CCCCC(=O)OCCc1ccccc1,"floral,fruit,leaf,rose"
CCCC(=O)C(CC)Cc1ccccc1,"berry,fruit,herb,mint,plum,wood"
CCCC\C(C=O)=C/c1ccccc1,"floral,green,herb,jasmine,lily"
CCCCCCC/C=C/C(=O)OCCCC,fruit
O=C(Cc1ccccc1)OC/C=C/c2ccccc2,"balsam,chrysanthemum,floral,spice,tolu"
CC(C)=C(C)C(=O)OCc1ccccc1,"fruit,herb,spice,warm"
CC(C)C(=O)C(C)=O,"butter,cream,fat,fruit,sweet"
CCCCCCCCC(=O)C(C)=O,"aldehydic,cream,dairy,fat,wax"
Nc1ccccc1C(=O)OCC=C,"floral,grape,green,leaf"
C=CCOC(=O)CCCC1CCCCC1,"fat,fruit,pineapple"
C=CCOC(=O)CCCCCC1CCCCC1,"fat,fruit"
C=CCOC(=O)CCCCC1CCCCC1,"apple,apricot,fruit,peach,pineapple"
CCCCCCCCC(=O)OCC=C,"balsam,cream,fruit,pineapple,sweet,vine,wax,wine"
C/C=C/C=C/C(=O)OCC=C,"fruit,pineapple"
C=CCCCCCCCCC(=O)OCC=C,"fruit,pineapple,wax"
CCCCCC(OC(C)=O)\C=C\c1ccccc1,floral
CCCCC/C(COC=O)=C/c1ccccc1,"green,herb,oil,sweet"
